POSTE,DATE,RR,DRR,TN,HTN,TX,HTX,TM,TMNX,TNSOL,TN50,DG,TAMPLI,TNTXM,PMERM,PMERMIN,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FF2M,FXI2,DXI2,HXI2,FXI3S,DXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,DHUMEC,UM,INST,GLOT,DIFT,DIRT,SIGMA,INFRART,UV_INDICEX,NB300,BA300,NEIG,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,SOLNEIGE,GELEE,FUMEE,BRUME,ECLAIR,ETPMON,ETPGRILLE,UV,TMERMAX,TMERMIN,HNEIGEF,NEIGETOTX,NEIGETOT06,,,,,,,,,,,,
34154001,20191111,0,0,20,4,9,2246,16,3,1432,10,9,10,60,0,7,2,9,0,11,4,10,6,1011,3,1008,8,3,3,10,9,300,2136,7,7,290,2140,,,,,10,0,,2136,38,1409,80,446,23,2,7,8,,61,277,719,,,48,,,,,0,0,0,,,,,,,0,0,,2,1,1,9
34154001,20191112,0,0,3,5,0,514,15,7,1419,10,7,10,35,0,4,3,0,0,10,7,10,4,1007,9,1004,9,5,5,15,3,290,1225,11,2,290,1300,,,,,14,5,,1226,43,1401,83,2334,0,26,7,4,,58,543,1032,,,94,,,,,0,0,0,,,,,,,0,0,,2,6,2,3
34154001,20191113,0,0,2,4,1,536,14,6,1439,8,8,9,35,0,8,2,5,0,10,5,9,4,1006,3,1004,3,3,5,11,9,310,1456,8,1,320,1508,,,,,11,4,,1610,33,1452,88,715,113,334,6,9,,62,369,838,,,64,,,,,0,0,0,,,,,,,0,0,,2,1,1,9
34154001,20191114,5,7,249,1,9,222,8,2,1215,5,9,5,5,0,6,0,4,0,6,3,5,1,999,3,996,2,3,9,15,2,20,840,10,5,20,822,,,,,13,7,,840,73,431,96,2335,0,1190,8,0,,86,0,156,,,0,,,,,0,0,1,,,,,,,0,0,,0,4,0,3
34154001,20191115,0,0,0,0,6,549,9,5,1425,5,6,5,5,-1,2,0,8,0,8,9,5,1,1001,7,998,2,3,4,8,9,270,221,7,2,250,131,,,,,8,2,,123,69,1442,99,704,0,1237,7,9,,86,314,822,,,55,,,,,0,0,0,,,,,,,0,0,,0,5,0,4
34154001,20191116,0,0,3,0,5,642,11,8,1444,5,7,6,15,-1,9,-2,0,0,11,3,6,2,1009,9,1005,4,2,2,5,3,80,952,4,1,270,20,,,,,4,9,,17,63,1148,98,658,0,1059,7,8,,85,469,905,,,82,,,,,0,0,0,,,,,,,0,0,,0,6,0,6
34154001,20191117,0,0,0,0,6,452,13,7,1302,6,7,7,15,-1,8,-2,2,0,13,1,7,2,1007,6,1006,2,3,0,9,5,280,959,6,9,300,1002,,,,,9,1,,959,44,1341,99,505,0,667,6,9,,72,448,919,,,79,,,,,0,0,0,,,,,,,0,0,,1,4,1,3
34154001,20191118,0,0,0,1,1,641,13,3,1316,7,0,7,20,-1,8,0,7,0,12,2,7,2,1011,9,1009,0,3,9,11,4,360,1038,7,6,360,1039,,,,,10,6,,1100,49,1126,90,204,0,491,6,8,,69,348,758,,,62,,,,,0,0,0,,,,,,,0,0,,1,6,1,4
34154001,20191119,0,0,0,0,3,335,12,9,1328,7,5,6,30,-2,8,-2,0,16,13,2,6,3,1014,3,1013,0,3,0,10,6,20,2131,6,2,10,2140,,,,,9,4,,2131,49,1319,89,341,0,238,7,0,,68,81,565,,,14,,,,,0,0,0,,,,,,,0,0,,1,4,1,4
34154001,20191120,0,0,19,5,9,226,12,8,1239,8,7,9,35,3,3,4,7,0,6,9,9,4,1012,0,1009,2,3,3,7,7,70,1446,5,3,40,2333,,,,,7,2,,1446,65,1,96,2357,0,470,8,8,,78,194,613,,,35,,,,,0,0,0,,,,,,,0,0,,1,4,1,3
34154001,20191121,1,0,73,6,9,2350,15,7,1208,10,6,11,30,5,9,6,0,0,8,8,11,3,1007,4,1006,0,5,3,14,1,160,931,10,0,150,1420,,,,,13,5,,931,66,1125,99,2113,0,1158,11,4,,90,222,605,,,40,,,,,0,0,0,,,,,,,,1,,1,1,0,8
34154001,20191122,33,4,748,7,5,702,15,3,2126,12,6,11,40,6,4,6,8,0,7,8,11,4,1002,0,993,0,9,2,21,2,150,2323,15,7,150,2325,,,,,20,1,,2320,76,902,99,725,0,1383,13,4,,92,9,209,,,2,,,,,0,0,0,,,,,,,0,0,,0,1,0,1
34154001,20191123,4,6,427,13,7,1745,17,6,1215,14,5,15,65,11,5,12,9,0,3,9,15,7,993,0,987,2,7,5,26,5,130,504,19,4,130,509,,,,,24,8,,510,65,1256,98,451,0,1138,14,3,,87,333,781,,,60,,,,,0,0,0,,,,,,,0,0,,1,9,1,7
34154001,20191124,0,0,39,11,4,136,13,7,1311,11,6,12,55,9,0,10,0,0,2,3,12,6,1006,3,1000,6,4,9,12,6,290,928,8,5,300,928,,,,,12,3,,928,56,1231,95,13,0,297,9,4,,69,0,230,,,0,,,,,0,0,0,,,,,,,0,0,,2,5,2,1
34154001,20191125,0,0,0,3,8,637,15,4,1141,9,6,9,60,0,9,1,8,0,11,6,9,6,1010,4,1008,6,1,8,5,3,280,2123,3,8,290,2132,,,,,4,8,,110,55,1241,96,617,0,928,9,8,,82,496,869,,,90,,,,,0,0,0,,,,,,,0,0,,0,7,0,8
34154001,20191126,0,2,66,6,5,139,15,0,2345,11,1,10,75,2,1,3,7,0,8,5,10,8,1008,7,1002,1,2,8,9,4,140,2349,7,2,130,2353,,,,,8,9,,2319,76,1221,96,206,0,1292,11,7,,88,260,664,,,47,,,,,0,0,0,,,,,,,0,0,,0,6,0,6
34154001,20191127,0,0,31,10,8,1806,18,3,1137,14,2,14,55,9,1,10,1,0,7,5,14,6,1005,7,1000,9,3,7,15,4,280,1246,10,9,280,1059,,,,,14,7,,1252,48,1201,97,534,0,645,11,8,,74,338,722,,,62,,,,,0,0,0,,,,,,,0,1,,1,9,1,7
34154001,20191128,0,0,2,8,9,442,16,8,1152,13,2,12,85,4,7,5,9,0,7,9,12,9,1010,2,1007,7,4,5,16,6,300,1213,11,6,290,1221,,,,,16,0,,1327,52,1255,90,452,0,289,10,5,,70,390,751,,,71,,,,,0,0,0,,,,,,,0,0,,1,9,1,7
34154001,20191129,0,0,0,9,6,507,18,1,1427,13,2,13,85,6,0,7,1,0,8,5,13,9,1016,6,1011,8,5,2,13,2,270,1057,9,6,290,1258,,,,,12,6,,1057,44,1446,85,528,0,229,10,1,,68,430,791,,,79,,,,,0,0,0,,,,,,,0,0,,2,6,2,4
34154001,20191130,3,8,267,3,5,710,15,2,2320,10,1,9,35,0,4,1,5,0,11,7,9,4,1017,6,1012,4,3,4,11,5,150,2246,8,8,160,2319,,,,,11,0,,2246,58,1107,99,2200,0,842,10,3,,83,346,651,,,64,,,,,0,0,0,,,,,,,0,0,,0,6,0,6
