POSTE,DATE,RR,DRR,TN,HTN,TX,HTX,TM,TMNX,TNSOL,TN50,DG,TAMPLI,TNTXM,PMERM,PMERMIN,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FF2M,FXI2,DXI2,HXI2,FXI3S,DXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,DHUMEC,UM,INST,GLOT,DIFT,DIRT,SIGMA,INFRART,UV_INDICEX,NB300,BA300,NEIG,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,SOLNEIGE,GELEE,FUMEE,BRUME,ECLAIR,ETPMON,ETPGRILLE,UV,TMERMAX,TMERMIN,HNEIGEF,NEIGETOTX,NEIGETOT06,,,,,,,,,,,,
34154001,20190111,0,0,0,-1,2,514,9,0,1354,3,6,3,90,-5,8,-3,2,199,10,2,3,9,1024,2,1021,8,3,8,13,3,10,1137,9,0,10,1137,,,,,12,6,,1137,28,1332,64,2233,545,0,3,5,,46,494,840,,,91,,,,,0,0,0,,,,,,,0,0,,2,3,2,1
34154001,20190112,0,0,0,0,9,2231,14,4,1230,8,3,6,75,-6,2,-3,9,11,15,3,6,8,1024,9,1023,6,5,5,12,9,290,2358,9,1,310,0,,,,,12,5,,2359,36,1316,72,159,224,0,5,8,,54,504,831,,,93,,,,,0,0,0,,,,,,,0,0,,2,2,1,9
34154001,20190113,0,0,0,4,0,2053,15,2,1405,12,0,9,60,0,8,1,5,0,11,2,9,6,1020,0,1015,9,9,5,19,5,290,536,14,1,300,457,,,,,18,6,,536,48,1332,64,829,0,0,8,0,,57,306,629,,,56,,,,,0,0,0,,,,,,,0,0,,2,5,2,2
34154001,20190114,0,0,,9,2,1721,16,7,1318,12,1,12,95,2,4,6,7,0,7,5,13,0,1017,7,1014,8,6,3,18,6,310,252,11,7,310,300,,,,,17,7,,252,31,1352,63,1,269,0,7,0,,50,503,866,,,92,,,,,0,0,0,,,,,,,0,0,,4,0,3,9
34154001,20190115,0,0,0,3,6,709,14,4,1256,7,4,9,0,-1,1,1,7,0,10,8,9,0,1021,2,1019,5,3,7,8,8,330,1018,6,1,320,933,,,,,8,6,,1018,33,1210,76,2104,336,0,5,6,,56,509,888,,,93,,,,,0,0,0,,,,,,,0,0,,2,6,2,1
34154001,20190116,0,0,42,1,2,142,12,9,1307,7,3,7,5,-4,6,-1,7,0,11,7,7,1,1018,5,1016,4,3,0,6,4,10,813,4,5,10,813,,,,,6,1,,610,60,1148,89,1958,0,391,8,0,,76,196,587,,,36,,,,,0,0,0,,,,,,,0,0,,1,0,0,7
34154001,20190117,0,0,2,5,8,731,14,6,1304,9,2,10,20,2,8,3,9,0,8,8,10,2,1015,9,1014,5,3,9,12,6,290,1305,9,1,300,1312,,,,,12,1,,1310,42,1353,93,748,0,570,7,8,,69,111,543,,,20,,,,,0,0,0,,,,,,,0,0,,2,3,1,9
34154001,20190118,0,0,0,3,7,2336,11,6,1203,6,3,7,65,-3,1,0,7,0,7,9,7,7,1016,7,1015,1,3,1,8,8,290,430,6,5,270,803,,,,,8,4,,430,39,1403,74,2146,4,0,5,7,,60,245,626,,,44,,,,,0,0,0,,,,,,,0,0,,2,1,1,6
34154001,20190119,1,2,86,-2,5,559,10,6,1222,4,1,4,5,-7,3,-5,2,248,13,1,4,1,1014,2,1012,4,1,9,5,2,20,618,3,6,30,623,,,,,4,9,,619,38,1220,89,2121,17,208,5,4,,66,425,871,,,77,,,,,0,0,0,,,,,,,0,0,,1,1,1,1
34154001,20190120,9,1,506,1,0,2347,7,2,1436,4,9,4,10,-2,8,0,6,0,6,2,4,1,1013,2,1011,0,2,9,11,1,30,431,7,0,30,436,,,,,10,7,,431,79,142,94,2244,0,1410,7,7,,89,0,161,,,0,,,,,0,1,0,,,,,,,0,1,,0,3,0,2
34154001,20190121,0,0,0,0,4,158,13,3,1340,5,1,6,45,-3,0,-2,2,28,13,7,6,5,1016,4,1015,2,2,4,7,2,340,1343,4,7,320,1316,,,,,6,9,,1343,41,1326,96,317,0,573,6,2,,72,359,786,,,64,,,,,0,1,0,,,,,,,0,1,,1,4,1,3
34154001,20190122,0,2,47,-2,0,621,7,8,1239,4,5,2,90,-6,3,-3,6,59,9,8,2,9,1009,5,1002,7,3,1,9,0,280,1736,7,1,270,1752,,,,,8,7,,1736,42,1444,80,104,0,9,5,0,,60,342,789,,,61,,,,,0,0,0,,,,,,,0,0,,1,2,1,3
34154001,20190123,0,6,68,3,4,900,10,4,1239,5,0,6,90,0,0,2,4,0,7,0,6,9,997,3,992,9,4,2,17,7,330,1413,12,0,300,1353,,,,,17,2,,1414,43,1951,84,909,0,238,5,7,,65,167,504,,,30,,,,,0,0,0,,,,,,,0,0,,2,1,1,7
34154001,20190124,0,0,0,0,6,126,9,2,1343,4,4,4,90,-3,0,-1,4,8,8,6,4,9,1005,1,997,8,5,8,15,4,360,1302,10,0,10,1105,,,,,14,0,,1310,33,1529,63,128,451,0,3,8,,45,528,978,,,94,,,,,0,0,0,,,,,,,0,0,,2,8,2,6
34154001,20190125,0,0,0,0,5,2225,11,8,1248,5,3,5,65,-5,2,-2,6,13,12,3,5,7,1013,6,1010,7,3,7,12,4,360,1408,8,6,10,1355,,,,,12,0,,1410,35,1259,62,2358,269,0,4,3,,49,494,922,,,87,,,,,0,0,0,,,,,,,0,0,,2,3,2,2
34154001,20190126,0,0,0,0,4,504,15,9,1234,9,2,7,75,-4,7,-2,7,62,16,3,7,8,1014,8,1010,3,4,3,12,6,290,1058,9,0,290,1150,,,,,12,1,,1058,41,1226,88,631,0,102,7,0,,62,456,965,,,80,,,,,0,0,0,,,,,,,0,0,,1,7,1,5
34154001,20190127,0,0,4,3,5,2046,14,2,1146,9,2,8,85,-1,8,0,9,0,10,7,8,9,1005,7,1001,6,7,4,21,9,300,1929,15,6,270,1412,,,,,20,8,,1925,42,1206,86,731,0,173,6,9,,60,367,842,,,64,,,,,0,0,0,,,,,,,0,0,,2,6,2,2
34154001,20190128,0,2,90,3,5,550,11,4,1503,6,6,7,45,1,2,2,3,0,7,9,7,5,1007,1,1004,3,5,0,13,4,310,17,8,8,300,206,,,,,12,8,,1610,34,1511,88,1031,165,149,5,5,,57,270,652,,,47,,,,,0,0,0,,,,,,,0,0,,2,5,2,3
34154001,20190129,4,8,332,0,2,706,9,7,1111,5,3,4,95,-4,0,-1,1,0,9,5,5,0,1007,7,1001,1,2,9,7,9,290,352,6,2,300,558,,,,,7,7,,352,38,1122,94,2026,51,420,5,7,,65,192,650,,,33,,,,,0,0,0,,,,,,,0,0,,1,4,1,2
34154001,20190130,0,0,0,1,8,39,10,6,1511,6,1,6,20,0,6,0,4,0,8,8,6,2,1004,6,1001,2,5,3,14,2,310,1103,10,8,290,943,,,,,13,7,,1110,44,1208,95,123,0,362,5,9,,64,358,896,,,62,,,,,0,0,0,,,,,,,0,1,,2,0,1,8
