POSTE,DATE,RR,DRR,TN,HTN,TX,HTX,TM,TMNX,TNSOL,TN50,DG,TAMPLI,TNTXM,PMERM,PMERMIN,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FF2M,FXI2,DXI2,HXI2,FXI3S,DXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,DHUMEC,UM,INST,GLOT,DIFT,DIRT,SIGMA,INFRART,UV_INDICEX,NB300,BA300,NEIG,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,SOLNEIGE,GELEE,FUMEE,BRUME,ECLAIR,ETPMON,ETPGRILLE,UV,TMERMAX,TMERMIN,HNEIGEF,NEIGETOTX,NEIGETOT06,,,,,,,,,,,,
34154001,20190518,0,0,4,11,0,440,20,8,1636,15,7,15,90,10,3,10,0,0,9,8,15,9,1006,4,1005,2,3,8,10,8,270,1724,7,8,270,1725,,,,,10,6,,1724,41,1646,95,24,0,394,11,5,,66,246,1643,,,28,,,,,0,0,0,,,,,,,0,0,,4,1,4,1
34154001,20190519,3,0,222,10,6,432,20,1,1309,14,9,15,35,8,7,9,2,0,9,5,15,4,1007,1,1006,5,4,8,11,1,300,1511,7,5,320,1500,,,,,10,9,,1511,45,1254,89,1704,0,303,11,4,,68,126,1363,,,14,,,,,0,0,0,,,,,,,0,0,,3,9,3,1
34154001,20190520,0,0,0,13,6,1837,23,8,1444,18,7,18,70,11,7,12,6,0,10,2,18,7,1010,0,1007,7,6,6,13,5,320,829,9,9,300,929,,,,,13,0,,829,36,1539,72,557,283,0,11,3,,54,612,2525,,,69,,,,,0,0,0,,,,,,0,0,0,,6,7,6,2
34154001,20190521,0,6,17,13,0,402,26,2,1450,19,9,19,60,10,3,11,4,0,13,2,19,6,1013,7,1012,6,4,0,10,9,320,1520,7,6,320,1724,,,,,10,4,,1520,29,1517,74,306,367,0,11,8,,53,628,2439,,,71,,,,,0,0,0,,,,,,0,0,0,,6,1,5,4
34154001,20190522,0,0,0,14,1,426,26,1,1353,19,7,20,10,9,5,11,0,0,12,0,20,1,1016,0,1014,8,4,2,10,9,240,1738,7,8,220,1725,,,,,10,8,,1738,27,1006,84,2111,452,152,12,0,,55,829,2950,,,94,,,,,0,0,0,,,,,,0,0,0,,6,7,6,2
34154001,20190523,0,0,0,12,1,339,24,0,1034,18,9,18,5,8,2,8,5,0,11,9,18,1,1016,1,1014,6,3,2,8,6,200,1339,6,4,240,1656,,,,,8,0,,1317,34,823,86,0,200,29,12,1,,57,802,2867,,,90,,,,,0,0,0,,,,,,0,0,0,,5,4,5,2
34154001,20190524,0,0,0,13,2,134,21,9,1709,17,3,17,55,11,6,11,9,0,8,7,17,6,1014,0,1012,4,1,9,6,3,310,1740,4,6,300,1803,,,,,6,2,,1755,54,1839,96,2317,0,667,15,2,,77,45,777,,,5,,,,,0,0,0,,,,,,0,0,0,,2,3,2,2
34154001,20190525,0,8,72,13,9,302,28,4,1353,20,2,21,15,12,2,11,9,0,14,5,21,2,1014,5,1013,2,3,3,13,2,350,1404,10,0,340,1757,,,,,12,8,,1751,33,1337,98,336,167,320,15,0,,66,219,1789,,,25,,,,,0,0,0,,,,,,0,0,0,,5,4,4,7
34154001,20190526,0,0,0,16,4,449,28,2,1435,22,4,22,30,13,2,14,8,0,11,8,22,3,1013,5,1011,4,5,3,13,6,30,1007,9,1,30,947,,,,,12,6,,945,26,1440,73,444,600,0,12,2,,47,560,2354,,,63,,,,,0,0,0,,,,,,0,0,0,,7,8,7,2
34154001,20190527,0,0,0,17,7,408,26,7,1419,21,7,22,20,13,0,14,7,0,9,0,22,2,1009,9,1008,3,7,2,16,2,310,1626,11,2,320,1436,,,,,15,1,,1626,35,1118,64,2358,260,0,12,9,,51,551,2263,,,62,,,,,0,0,0,,,,,,0,0,0,,8,0,7,3
34154001,20190528,0,0,0,15,4,458,21,9,1613,18,4,18,65,14,2,14,8,0,6,5,18,7,1012,7,1009,0,9,1,18,8,300,140,13,7,300,1032,,,,,18,3,,1026,34,1524,68,501,157,0,10,7,,51,434,2121,,,48,,,,,0,0,0,,,,,,0,0,0,,7,2,6,9
34154001,20190529,0,0,0,13,6,319,25,0,1441,19,4,19,30,9,6,11,4,0,11,4,19,3,1018,9,1016,5,7,4,17,2,360,1158,11,7,340,911,,,,,16,8,,1158,23,1434,60,41,1003,0,8,2,,38,716,2741,,,80,,,,,0,0,0,,,,,,0,0,0,,8,6,7,9
34154001,20190530,0,0,0,12,4,350,27,5,1341,21,3,19,95,8,3,9,5,0,15,1,20,0,1022,9,1021,6,4,5,13,5,10,945,9,2,350,851,,,,,13,0,,945,27,1054,60,2330,745,0,9,8,,40,831,2962,,,93,,,,,0,0,0,,,,,,0,0,0,,7,5,7,3
