POSTE,DATE,RR,DRR,TN,HTN,TX,HTX,TM,TMNX,TNSOL,TN50,DG,TAMPLI,TNTXM,PMERM,PMERMIN,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FF2M,FXI2,DXI2,HXI2,FXI3S,DXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,DHUMEC,UM,INST,GLOT,DIFT,DIRT,SIGMA,INFRART,UV_INDICEX,NB300,BA300,NEIG,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,SOLNEIGE,GELEE,FUMEE,BRUME,ECLAIR,ETPMON,ETPGRILLE,UV,TMERMAX,TMERMIN,HNEIGEF,NEIGETOTX,NEIGETOT06,,,,,,,,,,,,
34154001,20190818,0,0,0,22,3,2034,27,2,1239,23,9,24,75,22,1,22,1,0,4,9,24,8,1014,7,1013,6,5,2,10,2,130,738,8,1,130,1104,,,,,10,0,,1057,74,1341,96,42,0,1185,25,9,,88,403,1947,,,49,,,,,0,0,0,,,,,,0,0,0,,4,3,4,2
34154001,20190819,3,6,150,21,1,852,27,8,1508,23,2,24,45,19,7,20,2,0,6,7,24,5,1016,7,1015,2,2,1,6,4,30,2155,4,5,40,2201,,,,,6,1,,2155,67,1510,98,812,0,903,24,0,,85,35,823,,,4,,,,,0,0,0,,,,,,0,0,1,,2,9,2,8
34154001,20190820,0,0,0,19,8,423,25,8,937,22,0,22,80,19,0,19,2,0,6,0,22,8,1020,1,1017,3,4,0,13,2,40,1553,8,8,20,1638,,,,,12,7,,1553,49,1634,80,640,0,11,16,8,,64,219,1160,,,27,,,,,0,0,0,,,,,,0,0,0,,4,9,4,4
34154001,20190821,0,0,0,14,5,355,32,0,1447,23,6,23,25,8,7,11,2,0,17,5,23,3,1019,3,1017,3,3,9,12,7,20,855,9,0,10,923,,,,,11,8,,855,24,1344,66,356,577,0,12,5,,45,627,2271,,,77,,,,,0,0,0,,,,,,0,0,0,,7,2,6,6
34154001,20190822,0,0,0,18,2,459,32,7,1312,25,1,25,45,13,9,16,5,0,14,5,25,5,1019,6,1018,2,3,0,9,7,360,819,6,6,10,828,,,,,9,3,,819,33,1256,68,514,414,0,15,9,,51,571,2149,,,70,,,,,0,0,0,,,,,,0,0,0,,6,8,6,4
34154001,20190823,0,0,0,18,6,524,31,9,1059,24,9,25,25,14,6,17,3,0,13,3,25,3,1019,3,1017,8,3,4,10,1,350,911,7,0,20,801,,,,,9,6,,911,32,934,91,2234,286,306,17,7,,59,774,2403,,,96,,,,,0,0,0,,,,,,0,0,0,,6,5,6,3
34154001,20190824,0,0,0,17,1,334,29,1,1250,23,4,23,10,12,7,15,4,0,12,0,23,1,1018,6,1017,2,2,9,7,6,220,1617,5,7,220,1715,,,,,7,2,,1610,48,1336,94,233,0,452,20,3,,72,772,2399,,,96,,,,,0,0,0,,,,,,0,0,0,,4,8,4,9
34154001,20190825,0,2,0,18,3,258,29,0,1219,23,8,23,65,14,3,16,8,0,10,7,23,7,1017,1,1015,6,2,9,6,7,200,1345,5,1,190,1348,,,,,6,4,,1345,55,1057,97,328,0,739,22,9,,79,769,2346,,,96,,,,,0,0,0,,,,,,0,0,1,,4,4,4,7
34154001,20190826,0,2,0,18,6,225,29,2,1015,23,4,23,90,14,4,17,0,0,10,6,23,9,1016,9,1015,7,2,4,7,0,180,1302,5,2,170,1235,,,,,6,6,,1345,56,1009,100,451,0,975,24,2,,85,563,2223,,,70,,,,,0,1,0,,,,,,0,0,1,,4,2,4,7
34154001,20190827,0,0,0,19,2,433,29,1,1109,23,5,24,15,16,5,18,4,0,9,9,24,2,1016,9,1015,7,2,0,5,3,200,1644,3,8,220,1657,,,,,5,1,,1644,46,1115,98,449,0,612,21,3,,76,88,1308,,,11,,,,,0,0,0,,,,,,0,0,1,,4,1,4,1
34154001,20190828,0,0,0,17,8,505,30,7,1028,25,0,24,25,13,9,15,9,0,12,9,24,3,1016,5,1015,1,2,2,6,1,190,1156,4,5,170,1246,,,,,5,9,,1156,45,1022,91,256,0,404,20,3,,66,676,2283,,,85,,,,,0,0,0,,,,,,0,0,0,,5,1,4,9
34154001,20190829,0,0,0,19,4,449,31,7,1213,26,3,25,55,15,5,17,4,0,12,3,25,6,1017,9,1016,3,2,6,8,7,230,1519,6,5,210,1506,,,,,8,4,,1513,44,1634,85,521,0,205,21,0,,63,749,2230,,,94,,,,,0,0,0,,,,,,0,0,0,,5,4,5,4
34154001,20190830,0,0,0,20,4,435,33,9,1027,27,4,27,15,16,6,18,6,0,13,5,27,2,1018,0,1016,1,2,5,8,2,220,1357,6,4,230,1553,,,,,8,1,,1549,34,1020,87,2339,80,123,21,9,,62,716,2228,,,91,,,,,0,0,1,,,,,,0,0,0,,6,0,6,2
