POSTE,DATE,RR,DRR,TN,HTN,TX,HTX,TM,TMNX,TNSOL,TN50,DG,TAMPLI,TNTXM,PMERM,PMERMIN,FFM,FXI,DXI,HXI,FXY,DXY,HXY,FF2M,FXI2,DXI2,HXI2,FXI3S,DXI3S,HXI3S,UN,HUN,UX,HUX,DHUMI40,DHUMI80,TSVM,DHUMEC,UM,INST,GLOT,DIFT,DIRT,SIGMA,INFRART,UV_INDICEX,NB300,BA300,NEIG,BROU,ORAG,GRESIL,GRELE,ROSEE,VERGLAS,SOLNEIGE,GELEE,FUMEE,BRUME,ECLAIR,ETPMON,ETPGRILLE,UV,TMERMAX,TMERMIN,HNEIGEF,NEIGETOTX,NEIGETOT06,,,,,,,,,,,,
34154001,20190211,0,0,0,6,2,424,13,7,1454,9,8,9,95,2,6,4,8,0,7,5,10,0,1025,5,1020,7,6,3,17,0,310,958,11,6,310,1000,,,,,16,5,,958,31,1438,69,339,406,0,6,0,,51,447,1125,,,74,,,,,0,0,0,,,,,,,0,0,,3,4,3,1
34154001,20190212,0,0,0,3,0,239,16,4,1327,8,8,9,70,-3,0,0,4,0,13,4,9,7,1030,6,1029,0,3,8,16,4,360,1055,9,7,350,1044,,,,,15,8,,1055,23,1139,72,308,664,0,4,8,,45,577,1297,,,94,,,,,0,0,0,,,,,,,0,0,,3,2,2,8
34154001,20190213,0,0,0,0,6,534,15,3,1539,7,7,7,95,-4,6,-1,9,0,14,7,8,0,1033,4,1030,4,2,7,8,1,40,903,6,3,40,931,,,,,7,9,,931,39,1215,92,2244,27,366,6,5,,62,580,1287,,,95,,,,,0,0,0,,,,,,,0,0,,1,8,1,6
34154001,20190214,0,0,,3,5,137,14,2,1326,7,8,8,85,0,1,1,4,0,10,7,8,9,1034,7,1032,5,2,0,6,0,50,915,4,5,30,917,,,,,5,8,,914,60,1245,94,2304,0,914,8,5,,81,380,1110,,,62,,,,,,1,0,,,,,,,,1,,1,4,1,3
34154001,20190215,0,0,,-1,9,651,14,2,1417,6,0,6,15,-5,0,-3,8,138,16,1,6,2,1031,1,1029,3,2,0,4,5,240,1636,3,4,20,847,,,,,4,4,,1636,56,1411,96,252,0,781,7,4,,80,586,1329,,,95,,,,,,1,0,,,,,,,0,1,,0,9,1,1
34154001,20190216,0,0,0,0,1,53,15,5,1237,7,4,7,70,-6,4,-3,6,36,15,6,7,7,1030,3,1029,2,2,0,6,1,60,737,3,7,30,931,,,,,4,7,,927,43,1223,94,2333,0,701,7,8,,76,589,1358,,,95,,,,,0,0,0,,,,,,,0,1,,1,2,1,2
34154001,20190217,0,0,0,4,7,41,14,5,1304,9,5,9,60,1,5,2,6,0,9,8,9,6,1027,9,1026,2,3,4,7,1,40,926,4,9,70,2331,,,,,6,8,,926,67,1135,95,107,0,1017,10,1,,85,352,1157,,,56,,,,,0,0,0,,,,,,,0,1,,1,3,1,1
34154001,20190218,0,0,0,6,6,338,14,3,1158,10,5,10,45,5,3,5,7,0,7,7,10,5,1024,5,1023,0,4,3,8,9,140,1323,7,0,140,1323,,,,,8,7,,1113,71,1318,93,15,0,1014,10,5,,83,155,860,,,25,,,,,0,0,0,,,,,,,0,0,,1,5,1,4
34154001,20190219,0,0,0,6,8,222,13,1,1412,8,4,9,95,2,7,5,6,0,6,3,10,0,1023,5,1022,4,1,9,4,9,20,940,3,7,40,759,,,,,4,6,,541,63,1533,93,2338,0,888,8,8,,81,77,685,,,12,,,,,0,1,0,,,,,,,0,1,,1,7,1,6
34154001,20190220,0,0,0,1,0,538,13,5,1440,7,1,7,25,-2,2,0,9,0,12,5,7,3,1025,8,1024,0,2,0,5,7,30,525,3,7,210,1656,,,,,5,3,,1628,60,1443,95,356,0,893,8,4,,83,601,1330,,,95,,,,,0,1,0,,,,,,,0,1,,0,9,0,9
34154001,20190221,0,0,0,1,2,651,13,9,1408,7,7,7,55,-1,6,0,1,0,12,7,7,6,1029,0,1027,6,2,1,5,3,190,1431,3,7,200,1432,,,,,5,1,,1431,65,1249,95,357,0,1015,9,0,,85,604,1331,,,95,,,,,0,1,0,,,,,,,0,1,,0,8,0,8
34154001,20190222,0,0,0,3,9,6,23,6,1523,14,9,13,75,0,5,1,4,0,19,7,13,8,1026,6,1024,1,4,2,11,8,40,1247,7,8,20,1255,,,,,11,4,,1247,25,1411,93,20,550,172,7,6,,48,607,1439,,,95,,,,,0,0,0,,,,,,,0,1,,3,6,3,3
34154001,20190223,0,0,0,7,0,545,19,4,1248,12,8,13,20,0,3,4,0,0,12,4,13,2,1028,3,1026,4,3,2,8,5,140,1529,6,4,150,1533,,,,,8,1,,1533,41,1229,90,1853,0,317,9,8,,68,609,1430,,,95,,,,,0,0,0,,,,,,,0,0,,2,4,2,4
34154001,20190224,0,0,0,9,8,1904,15,6,1056,12,0,12,70,4,3,7,0,0,5,8,12,7,1033,0,1031,6,2,8,7,8,170,113,5,5,160,1,,,,,7,4,,113,54,1413,88,603,0,350,10,1,,73,542,1395,,,84,,,,,0,0,0,,,,,,,0,0,,2,1,1,9
34154001,20190225,0,0,0,2,9,611,16,6,1422,10,2,9,75,0,6,0,7,0,13,7,9,8,1032,6,1030,3,2,1,5,3,210,1614,4,0,210,1546,,,,,5,1,,1614,57,1452,94,619,0,563,9,6,,77,607,1391,,,94,,,,,0,0,0,,,,,,,0,0,,1,2,1,3
34154001,20190226,0,0,0,2,9,253,19,2,1454,11,3,11,5,-1,1,0,9,0,16,3,11,1,1029,3,1026,7,2,1,7,4,20,912,5,5,20,919,,,,,7,0,,912,43,1317,90,36,0,557,9,3,,71,576,1408,,,89,,,,,0,0,0,,,,,,,0,0,,1,7,1,8
34154001,20190227,0,0,0,2,9,633,19,4,1227,11,1,11,15,-1,7,0,1,0,16,5,11,2,1025,1,1023,3,2,0,6,4,240,1557,5,2,240,1601,,,,,6,2,,1556,41,1209,92,623,0,587,9,0,,71,622,1505,,,95,,,,,0,0,0,,,,,,,0,0,,1,8,1,9
34154001,20190228,0,0,0,2,6,537,23,2,1417,13,4,12,90,-1,5,0,1,0,20,6,12,9,1023,9,1021,9,6,1,19,4,300,1743,14,2,300,1745,,,,,18,8,,1736,27,1420,92,414,381,509,8,1,,58,625,1479,,,95,,,,,0,0,0,,,,,,,0,1,,3,6,3,3
